"コントロールカラム","ジャンルid","パス名"
"","320916","インナー・ルームウェア>レディース靴下>足袋ソックス"
"","320904","インナー・ルームウェア>レディース靴下>その他レディース靴下"
"","320102","インナー・ルームウェア>その他インナー・ルームウェア>ちゃんちゃんこ"
"","320103","インナー・ルームウェア>その他インナー・ルームウェア>どてら"
"","320104","インナー・ルームウェア>その他インナー・ルームウェア>ペアパジャマ"
"","320105","インナー・ルームウェア>その他インナー・ルームウェア>半纏"
"","320106","インナー・ルームウェア>その他インナー・ルームウェア>腹巻"
"","320101","インナー・ルームウェア>その他インナー・ルームウェア>その他"
"","340102","キッズベビー・マタニティ>キッズ>キッズ福袋"
"","34010302","キッズベビー・マタニティ>キッズ>セーフティグッズ>子供用ヘルメット"
"","34010303","キッズベビー・マタニティ>キッズ>セーフティグッズ>子供用防災ずきん"
"","34010304","キッズベビー・マタニティ>キッズ>セーフティグッズ>子供用防犯ブザー・アラーム"
"","34010301","キッズベビー・マタニティ>キッズ>セーフティグッズ>その他セーフティグッズ"
"","34010402","キッズベビー・マタニティ>キッズ>バッグ・ランドセル>ウエストポーチ"
"","34010403","キッズベビー・マタニティ>キッズ>バッグ・ランドセル>シューズバッグ"
"","34010404","キッズベビー・マタニティ>キッズ>バッグ・ランドセル>ショルダーバッグ"
"","34010405","キッズベビー・マタニティ>キッズ>バッグ・ランドセル>トランク・キャリーバッグ"
"","34010406","キッズベビー・マタニティ>キッズ>バッグ・ランドセル>トートバッグ・レッスンバッグ"
"","34010407","キッズベビー・マタニティ>キッズ>バッグ・ランドセル>ビーチバッグ・プールバッグ"
"","34010408","キッズベビー・マタニティ>キッズ>バッグ・ランドセル>ポシェット"
"","34010409","キッズベビー・マタニティ>キッズ>バッグ・ランドセル>ランドセル"
"","34010410","キッズベビー・マタニティ>キッズ>バッグ・ランドセル>ランドセルカバー"
"","34010411","キッズベビー・マタニティ>キッズ>バッグ・ランドセル>リュックサック"
"","34010412","キッズベビー・マタニティ>キッズ>バッグ・ランドセル>巾着袋"
"","34010413","キッズベビー・マタニティ>キッズ>バッグ・ランドセル>通園バッグ"
"","34010401","キッズベビー・マタニティ>キッズ>バッグ・ランドセル>その他バッグ・ランドセル"
"","34010503","キッズベビー・マタニティ>キッズ>子供服（アウター）>ウインドブレーカー"
"","34010501","キッズベビー・マタニティ>キッズ>子供服（アウター）>その他ブルゾン・ジャンパー"
"","34010504","キッズベビー・マタニティ>キッズ>子供服（アウター）>ジージャン"
"","34010505","キッズベビー・マタニティ>キッズ>子供服（アウター）>スカジャン"
"","34010506","キッズベビー・マタニティ>キッズ>子供服（アウター）>スタジャン"
"","34010507","キッズベビー・マタニティ>キッズ>子供服（アウター）>ダウンコート"
"","34010508","キッズベビー・マタニティ>キッズ>子供服（アウター）>ダウンジャケット"
"","34010509","キッズベビー・マタニティ>キッズ>子供服（アウター）>ダウンベスト"
"","34010510","キッズベビー・マタニティ>キッズ>子供服（アウター）>ダッフルコート"
"","34010511","キッズベビー・マタニティ>キッズ>子供服（アウター）>デニムジャケット"
"","34010512","キッズベビー・マタニティ>キッズ>子供服（アウター）>デニムベスト"
"","34010513","キッズベビー・マタニティ>キッズ>子供服（アウター）>ナイロンジャケット"
"","34010514","キッズベビー・マタニティ>キッズ>子供服（アウター）>ピーコート"
"","34010515","キッズベビー・マタニティ>キッズ>子供服（アウター）>フリースジャケット"
"","34010516","キッズベビー・マタニティ>キッズ>子供服（アウター）>フリースベスト"
"","34010517","キッズベビー・マタニティ>キッズ>子供服（アウター）>ベンチコート"
"","34010502","キッズベビー・マタニティ>キッズ>子供服（アウター）>その他子供服（アウター）"
"","34010602","キッズベビー・マタニティ>キッズ>子供服（インナー・肌着・パジャマ）>ガウン・半天"
"","34010603","キッズベビー・マタニティ>キッズ>子供服（インナー・肌着・パジャマ）>ショーツ"
"","34010604","キッズベビー・マタニティ>キッズ>子供服（インナー・肌着・パジャマ）>スリーパー"
"","34010605","キッズベビー・マタニティ>キッズ>子供服（インナー・肌着・パジャマ）>タイツ・スパッツ"
"","34010606","キッズベビー・マタニティ>キッズ>子供服（インナー・肌着・パジャマ）>トランクス"
"","34010607","キッズベビー・マタニティ>キッズ>子供服（インナー・肌着・パジャマ）>ナイトドレス"
"","34010608","キッズベビー・マタニティ>キッズ>子供服（インナー・肌着・パジャマ）>バスローブ"
"","34010609","キッズベビー・マタニティ>キッズ>子供服（インナー・肌着・パジャマ）>パジャマ"
"","34010610","キッズベビー・マタニティ>キッズ>子供服（インナー・肌着・パジャマ）>ブラジャー・ハーフトップ"
"","34010611","キッズベビー・マタニティ>キッズ>子供服（インナー・肌着・パジャマ）>ブリーフ"
"","34010612","キッズベビー・マタニティ>キッズ>子供服（インナー・肌着・パジャマ）>ブルマ"
"","34010613","キッズベビー・マタニティ>キッズ>子供服（インナー・肌着・パジャマ）>肌着"
"","34010614","キッズベビー・マタニティ>キッズ>子供服（インナー・肌着・パジャマ）>腹巻"
"","34010615","キッズベビー・マタニティ>キッズ>子供服（インナー・肌着・パジャマ）>靴下"
"","34010601","キッズベビー・マタニティ>キッズ>子供服（インナー・肌着・パジャマ）>その他子供服（インナー・肌着・パジャマ）"
"","34010702","キッズベビー・マタニティ>キッズ>子供服（オールインワン）>オーバーオール・カバーオール"
"","34010703","キッズベビー・マタニティ>キッズ>子供服（オールインワン）>セットアップ"
"","34010704","キッズベビー・マタニティ>キッズ>子供服（オールインワン）>ワンピース"
"","34010701","キッズベビー・マタニティ>キッズ>子供服（オールインワン）>その他子供服（オールインワン）"
"","34010801","キッズベビー・マタニティ>キッズ>子供服（トップス）>Tシャツ"
"","34010803","キッズベビー・マタニティ>キッズ>子供服（トップス）>カーディガン"
"","34010804","キッズベビー・マタニティ>キッズ>子供服（トップス）>キャミソール"
"","34010805","キッズベビー・マタニティ>キッズ>子供服（トップス）>ジップアップパーカー"
"","34010806","キッズベビー・マタニティ>キッズ>子供服（トップス）>セーター"
"","34010807","キッズベビー・マタニティ>キッズ>子供服（トップス）>トレーナー"
